"source_desc","sector_desc","group_desc","commodity_desc","class_desc","prodn_practice_desc","util_practice_desc","statisticcat_desc","unit_desc","short_desc","domain_desc","domaincat_desc","agg_level_desc","state_ansi","state_fips_code","state_alpha","state_name","asd_code","asd_desc","county_ansi","county_code","county_name","region_desc","zip_5","watershed_code","watershed_desc","congr_district_code","country_code","country_name","location_desc","year","freq_desc","begin_code","end_code","reference_period_desc","week_ending","load_time","Value","CV (%)"
"SURVEY","ANIMALS & PRODUCTS","POULTRY","POULTRY TOTALS","ALL CLASSES","ALL PRODUCTION PRACTICES","SLAUGHTER, FI","SLAUGHTERED","LB, LIVE BASIS","POULTRY TOTALS, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","NATIONAL","","99","US","US TOTAL","","","","","","","","00000000","","","9000","UNITED STATES","US TOTAL","2022","ANNUAL","00","00","YEAR","","2023-02-28 15:00:00.000","68,703,392,000",""
"SURVEY","ANIMALS & PRODUCTS","POULTRY","POULTRY TOTALS","ALL CLASSES","ALL PRODUCTION PRACTICES","SLAUGHTER, FI","SLAUGHTERED","LB, LIVE BASIS","POULTRY TOTALS, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","NATIONAL","","99","US","US TOTAL","","","","","","","","00000000","","","9000","UNITED STATES","US TOTAL","2021","ANNUAL","00","00","YEAR","","2023-02-28 15:00:00.000","67,400,341,000",""
"SURVEY","ANIMALS & PRODUCTS","POULTRY","POULTRY TOTALS","ALL CLASSES","ALL PRODUCTION PRACTICES","SLAUGHTER, FI","SLAUGHTERED","LB, LIVE BASIS","POULTRY TOTALS, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","NATIONAL","","99","US","US TOTAL","","","","","","","","00000000","","","9000","UNITED STATES","US TOTAL","2020","ANNUAL","00","00","YEAR","","2023-02-28 15:00:00.000","67,309,314,000",""
"SURVEY","ANIMALS & PRODUCTS","POULTRY","POULTRY TOTALS","ALL CLASSES","ALL PRODUCTION PRACTICES","SLAUGHTER, FI","SLAUGHTERED","LB, LIVE BASIS","POULTRY TOTALS, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","NATIONAL","","99","US","US TOTAL","","","","","","","","00000000","","","9000","UNITED STATES","US TOTAL","2019","ANNUAL","00","00","YEAR","","2022-02-25 15:09:41.000","66,556,808,000",""
"SURVEY","ANIMALS & PRODUCTS","POULTRY","POULTRY TOTALS","ALL CLASSES","ALL PRODUCTION PRACTICES","SLAUGHTER, FI","SLAUGHTERED","LB, LIVE BASIS","POULTRY TOTALS, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","NATIONAL","","99","US","US TOTAL","","","","","","","","00000000","","","9000","UNITED STATES","US TOTAL","2018","ANNUAL","00","00","YEAR","","2021-02-26 15:04:05.000","64,913,664,000",""
"SURVEY","ANIMALS & PRODUCTS","POULTRY","POULTRY TOTALS","ALL CLASSES","ALL PRODUCTION PRACTICES","SLAUGHTER, FI","SLAUGHTERED","LB, LIVE BASIS","POULTRY TOTALS, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","NATIONAL","","99","US","US TOTAL","","","","","","","","00000000","","","9000","UNITED STATES","US TOTAL","2017","ANNUAL","00","00","YEAR","","2020-02-28 15:04:53.000","63,795,135,000",""
"SURVEY","ANIMALS & PRODUCTS","POULTRY","POULTRY TOTALS","ALL CLASSES","ALL PRODUCTION PRACTICES","SLAUGHTER, FI","SLAUGHTERED","LB, LIVE BASIS","POULTRY TOTALS, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","NATIONAL","","99","US","US TOTAL","","","","","","","","00000000","","","9000","UNITED STATES","US TOTAL","2016","ANNUAL","00","00","YEAR","","2019-04-01 15:00:20.000","62,540,009,000",""
"SURVEY","ANIMALS & PRODUCTS","POULTRY","POULTRY TOTALS","ALL CLASSES","ALL PRODUCTION PRACTICES","SLAUGHTER, FI","SLAUGHTERED","LB, LIVE BASIS","POULTRY TOTALS, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","NATIONAL","","99","US","US TOTAL","","","","","","","","00000000","","","9000","UNITED STATES","US TOTAL","2015","ANNUAL","00","00","YEAR","","2018-02-26 15:00:26.000","61,186,476,000",""
"SURVEY","ANIMALS & PRODUCTS","POULTRY","POULTRY TOTALS","ALL CLASSES","ALL PRODUCTION PRACTICES","SLAUGHTER, FI","SLAUGHTERED","LB, LIVE BASIS","POULTRY TOTALS, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","NATIONAL","","99","US","US TOTAL","","","","","","","","00000000","","","9000","UNITED STATES","US TOTAL","2014","ANNUAL","00","00","YEAR","","2017-02-24 15:00:05.000","59,422,936,000",""
"SURVEY","ANIMALS & PRODUCTS","POULTRY","POULTRY TOTALS","ALL CLASSES","ALL PRODUCTION PRACTICES","SLAUGHTER, FI","SLAUGHTERED","LB, LIVE BASIS","POULTRY TOTALS, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","NATIONAL","","99","US","US TOTAL","","","","","","","","00000000","","","9000","UNITED STATES","US TOTAL","2013","ANNUAL","00","00","YEAR","","2016-02-25 15:03:13.000","58,601,258,000",""
